pred,pred_subcategory,j_day,value,true_j_day
snow_cover,NA,467,0,622
max_temp,NA,468,16.5,623
snow_cover,NA,468,0,623
max_temp,NA,469,18.5,624
snow_cover,NA,469,0,624
max_temp,NA,470,23,625
snow_cover,NA,470,0,625
max_temp,NA,471,20,626
snow_cover,NA,471,0,626
max_temp,NA,472,21.5,627
snow_cover,NA,472,0,627
max_temp,NA,473,23,628
snow_cover,NA,473,0,628
max_temp,NA,474,21.5,629
snow_cover,NA,474,0,629
max_temp,NA,475,20,630
snow_cover,NA,475,0,630
max_temp,NA,476,22,631
snow_cover,NA,476,0,631
max_temp,NA,477,24,632
snow_cover,NA,477,0,632
max_temp,NA,478,16,633
snow_cover,NA,478,0,633
max_temp,NA,479,7,634
snow_cover,NA,479,0,634
max_temp,NA,480,10.5,635
snow_cover,NA,480,0,635
max_temp,NA,481,5.5,636
snow_cover,NA,481,0,636
max_temp,NA,482,8.5,637
snow_cover,NA,482,0,637
max_temp,NA,483,14.5,638
snow_cover,NA,483,0,638
max_temp,NA,484,17,639
snow_cover,NA,484,0,639
max_temp,NA,485,12.5,640
snow_cover,NA,485,0,640
max_temp,NA,486,5,641
snow_cover,NA,486,0,641
max_temp,NA,487,11,642
snow_cover,NA,487,0,642
max_temp,NA,488,12,643
snow_cover,NA,488,0,643
max_temp,NA,489,11.5,644
snow_cover,NA,489,0,644
max_temp,NA,490,14,645
snow_cover,NA,490,0,645
max_temp,NA,491,11,646
snow_cover,NA,491,0,646
max_temp,NA,492,13.5,647
snow_cover,NA,492,0,647
max_temp,NA,493,21,648
snow_cover,NA,493,0,648
max_temp,NA,494,17,649
snow_cover,NA,494,0,649
max_temp,NA,495,18.5,650
snow_cover,NA,495,0,650
max_temp,NA,496,23.5,651
snow_cover,NA,496,0,651
max_temp,NA,497,17,652
snow_cover,NA,497,0,652
max_temp,NA,498,13,653
snow_cover,NA,498,0,653
max_temp,NA,499,10,654
snow_cover,NA,499,0,654
max_temp,NA,500,0.5,655
snow_cover,NA,500,0,655
max_temp,NA,501,-3,656
snow_cover,NA,501,0,656
max_temp,NA,502,2.5,657
snow_cover,NA,502,0,657
max_temp,NA,503,8.5,658
snow_cover,NA,503,0,658
max_temp,NA,504,12,659
snow_cover,NA,504,0,659
max_temp,NA,505,14.5,660
snow_cover,NA,505,0,660
max_temp,NA,506,16,661
snow_cover,NA,506,0,661
max_temp,NA,507,16.5,662
snow_cover,NA,507,0,662
max_temp,NA,508,17,663
snow_cover,NA,508,0,663
max_temp,NA,509,15,664
snow_cover,NA,509,0,664
max_temp,NA,510,10,665
snow_cover,NA,510,0,665
max_temp,NA,511,12.5,666
snow_cover,NA,511,0,666
max_temp,NA,512,3,667
snow_cover,NA,512,0,667
max_temp,NA,513,7,668
snow_cover,NA,513,0,668
max_temp,NA,514,8,669
snow_cover,NA,514,0,669
max_temp,NA,515,2,670
snow_cover,NA,515,0,670
max_temp,NA,516,0,671
snow_cover,NA,516,0,671
max_temp,NA,517,1,672
snow_cover,NA,517,0,672
max_temp,NA,518,4.5,673
snow_cover,NA,518,0,673
max_temp,NA,519,9,674
snow_cover,NA,519,0,674
max_temp,NA,520,0,675
snow_cover,NA,520,0,675
max_temp,NA,521,-3,676
snow_cover,NA,521,0,676
max_temp,NA,522,-3.5,677
snow_cover,NA,522,0,677
max_temp,NA,523,2,678
snow_cover,NA,523,0,678
max_temp,NA,524,1,679
snow_cover,NA,524,0,679
max_temp,NA,525,-10,680
snow_cover,NA,525,1,680
max_temp,NA,526,-7,681
snow_cover,NA,526,1,681
max_temp,NA,527,-3.5,682
snow_cover,NA,527,1,682
max_temp,NA,528,3,683
snow_cover,NA,528,1,683
max_temp,NA,529,2.5,684
snow_cover,NA,529,1,684
max_temp,NA,530,-3,685
snow_cover,NA,530,1,685
max_temp,NA,531,-3,686
snow_cover,NA,531,0,686
max_temp,NA,532,-12,687
snow_cover,NA,532,1,687
max_temp,NA,533,-18,688
snow_cover,NA,533,9,688
max_temp,NA,534,-20,689
snow_cover,NA,534,10,689
max_temp,NA,535,-19.5,690
snow_cover,NA,535,9,690
max_temp,NA,536,-11.5,691
snow_cover,NA,536,7,691
max_temp,NA,537,-7.5,692
snow_cover,NA,537,7,692
max_temp,NA,538,-14.5,693
snow_cover,NA,538,7,693
max_temp,NA,539,-16,694
snow_cover,NA,539,7,694
max_temp,NA,540,-11,695
snow_cover,NA,540,7,695
max_temp,NA,541,-2,696
snow_cover,NA,541,7,696
max_temp,NA,542,-1,697
snow_cover,NA,542,7,697
max_temp,NA,543,-3,698
snow_cover,NA,543,6,698
max_temp,NA,544,-8.5,699
snow_cover,NA,544,6,699
max_temp,NA,545,-5,700
snow_cover,NA,545,6,700
max_temp,NA,546,-4,701
snow_cover,NA,546,6,701
max_temp,NA,547,-4.5,702
snow_cover,NA,547,6,702
max_temp,NA,548,-2,703
snow_cover,NA,548,6,703
max_temp,NA,549,-7.5,704
snow_cover,NA,549,6,704
max_temp,NA,550,-14.5,705
snow_cover,NA,550,6,705
max_temp,NA,551,-20,706
snow_cover,NA,551,8,706
max_temp,NA,552,0,707
snow_cover,NA,552,8,707
max_temp,NA,553,-3.5,708
snow_cover,NA,553,8,708
max_temp,NA,554,-5.5,709
snow_cover,NA,554,7,709
max_temp,NA,555,-6,710
snow_cover,NA,555,7,710
max_temp,NA,556,-2.5,711
snow_cover,NA,556,7,711
max_temp,NA,557,-3.5,712
snow_cover,NA,557,7,712
max_temp,NA,558,-3,713
snow_cover,NA,558,7,713
max_temp,NA,559,2,714
snow_cover,NA,559,7,714
max_temp,NA,560,-1,715
snow_cover,NA,560,6,715
max_temp,NA,561,-3,716
snow_cover,NA,561,6,716
max_temp,NA,562,-4,717
snow_cover,NA,562,6,717
max_temp,NA,563,-9,718
snow_cover,NA,563,6,718
max_temp,NA,564,-9,719
snow_cover,NA,564,6,719
max_temp,NA,565,-12,720
snow_cover,NA,565,8,720
max_temp,NA,566,-12,721
snow_cover,NA,566,11,721
max_temp,NA,567,-13,722
snow_cover,NA,567,11,722
max_temp,NA,568,-2,723
snow_cover,NA,568,12,723
max_temp,NA,569,-2,724
snow_cover,NA,569,10,724
max_temp,NA,570,-3.5,725
snow_cover,NA,570,10,725
max_temp,NA,571,-5,726
snow_cover,NA,571,10,726
max_temp,NA,572,-3.5,727
snow_cover,NA,572,11,727
max_temp,NA,573,-2,728
snow_cover,NA,573,15,728
max_temp,NA,574,1,729
snow_cover,NA,574,15,729
max_temp,NA,575,1,730
snow_cover,NA,575,15,730
max_temp,NA,576,-24.5,731
snow_cover,NA,576,9,731
max_temp,NA,577,-25,732
snow_cover,NA,577,9,732
max_temp,NA,578,-25.5,733
snow_cover,NA,578,10,733
max_temp,NA,579,-30,734
snow_cover,NA,579,10,734
max_temp,NA,580,-24,735
snow_cover,NA,580,10,735
max_temp,NA,581,-15,736
snow_cover,NA,581,10,736
max_temp,NA,582,-27,737
snow_cover,NA,582,13,737
max_temp,NA,583,-22,738
snow_cover,NA,583,17,738
max_temp,NA,584,-22,739
snow_cover,NA,584,20,739
max_temp,NA,585,-22,740
snow_cover,NA,585,22,740
max_temp,NA,586,-18,741
snow_cover,NA,586,22,741
max_temp,NA,587,-11,742
snow_cover,NA,587,22,742
max_temp,NA,588,4,743
snow_cover,NA,588,22,743
max_temp,NA,589,-17,744
snow_cover,NA,589,22,744
max_temp,NA,590,-25,745
snow_cover,NA,590,22,745
max_temp,NA,591,-16,746
snow_cover,NA,591,22,746
max_temp,NA,592,-15,747
snow_cover,NA,592,27,747
max_temp,NA,593,-25,748
snow_cover,NA,593,27,748
max_temp,NA,594,-24,749
snow_cover,NA,594,26,749
max_temp,NA,595,-27,750
snow_cover,NA,595,26,750
max_temp,NA,596,-28,751
snow_cover,NA,596,25,751
max_temp,NA,597,-25,752
snow_cover,NA,597,26,752
max_temp,NA,598,-26,753
snow_cover,NA,598,27,753
max_temp,NA,599,-4,754
snow_cover,NA,599,32,754
max_temp,NA,600,0,755
snow_cover,NA,600,31,755
max_temp,NA,601,-9,756
snow_cover,NA,601,30,756
max_temp,NA,602,-20,757
snow_cover,NA,602,29,757
max_temp,NA,603,-16,758
snow_cover,NA,603,23,758
max_temp,NA,604,-22,759
snow_cover,NA,604,34,759
max_temp,NA,605,-12,760
snow_cover,NA,605,35,760
max_temp,NA,606,-12,761
snow_cover,NA,606,35,761
max_temp,NA,607,-17,762
snow_cover,NA,607,36,762
max_temp,NA,608,-21,763
snow_cover,NA,608,35,763
max_temp,NA,609,-17,764
snow_cover,NA,609,35,764
max_temp,NA,610,-13,765
snow_cover,NA,610,35,765
max_temp,NA,611,-2,766
snow_cover,NA,611,34,766
max_temp,NA,612,-2,767
snow_cover,NA,612,34,767
max_temp,NA,613,-15,768
snow_cover,NA,613,32,768
max_temp,NA,614,-20,769
snow_cover,NA,614,32,769
max_temp,NA,615,-11,770
snow_cover,NA,615,32,770
max_temp,NA,616,-13,771
snow_cover,NA,616,36,771
max_temp,NA,617,-12,772
snow_cover,NA,617,35,772
max_temp,NA,618,-14,773
snow_cover,NA,618,35,773
max_temp,NA,619,-15,774
snow_cover,NA,619,35,774
max_temp,NA,620,-14,775
snow_cover,NA,620,37,775
max_temp,NA,621,-11,776
snow_cover,NA,621,36,776
max_temp,NA,622,-8,777
snow_cover,NA,622,35,777
max_temp,NA,623,3,778
snow_cover,NA,623,35,778
max_temp,NA,624,4,779
snow_cover,NA,624,33,779
max_temp,NA,625,10,780
snow_cover,NA,625,32,780
max_temp,NA,626,6,781
snow_cover,NA,626,31,781
max_temp,NA,627,-4,782
snow_cover,NA,627,31,782
max_temp,NA,628,-6,783
snow_cover,NA,628,32,783
max_temp,NA,629,-15,784
snow_cover,NA,629,32,784
max_temp,NA,630,-21,785
snow_cover,NA,630,34,785
max_temp,NA,631,-20,786
snow_cover,NA,631,34,786
max_temp,NA,632,-9,787
snow_cover,NA,632,33,787
max_temp,NA,633,-11,788
snow_cover,NA,633,37,788
max_temp,NA,634,-12.5,789
snow_cover,NA,634,39,789
max_temp,NA,635,-19,790
snow_cover,NA,635,40,790
max_temp,NA,636,-12,791
snow_cover,NA,636,47,791
max_temp,NA,637,-15,792
snow_cover,NA,637,50,792
max_temp,NA,638,-11,793
snow_cover,NA,638,47,793
max_temp,NA,639,-3,794
snow_cover,NA,639,46,794
max_temp,NA,640,-2,795
snow_cover,NA,640,46,795
max_temp,NA,641,-11,796
snow_cover,NA,641,47,796
max_temp,NA,642,-1,797
snow_cover,NA,642,47,797
max_temp,NA,643,-2,798
snow_cover,NA,643,46,798
max_temp,NA,644,4.5,799
snow_cover,NA,644,43,799
max_temp,NA,645,0.5,800
snow_cover,NA,645,42,800
max_temp,NA,646,-1,801
snow_cover,NA,646,59,801
max_temp,NA,647,4,802
snow_cover,NA,647,56,802
max_temp,NA,648,0,803
snow_cover,NA,648,54,803
max_temp,NA,649,1,804
snow_cover,NA,649,52,804
max_temp,NA,650,-4,805
snow_cover,NA,650,50,805
max_temp,NA,651,-5,806
snow_cover,NA,651,53,806
max_temp,NA,652,-3,807
snow_cover,NA,652,52,807
max_temp,NA,653,0,808
snow_cover,NA,653,50,808
max_temp,NA,654,0,809
snow_cover,NA,654,49,809
max_temp,NA,655,5,810
snow_cover,NA,655,47,810
max_temp,NA,656,5.5,811
snow_cover,NA,656,46,811
max_temp,NA,657,2.5,812
snow_cover,NA,657,45,812
max_temp,NA,658,2,813
snow_cover,NA,658,46,813
max_temp,NA,659,2,814
snow_cover,NA,659,44,814
max_temp,NA,660,2,815
snow_cover,NA,660,44,815
max_temp,NA,661,4,816
snow_cover,NA,661,44,816
max_temp,NA,662,3,817
snow_cover,NA,662,44,817
max_temp,NA,663,6,818
snow_cover,NA,663,45,818
max_temp,NA,664,-7,819
snow_cover,NA,664,43,819
max_temp,NA,665,-11,820
snow_cover,NA,665,43,820
max_temp,NA,666,-9,821
snow_cover,NA,666,56,821
max_temp,NA,667,-11,822
snow_cover,NA,667,55,822
max_temp,NA,668,-8,823
snow_cover,NA,668,54,823
max_temp,NA,669,-6,824
snow_cover,NA,669,52,824
max_temp,NA,670,-2,825
snow_cover,NA,670,52,825
max_temp,NA,671,-3,826
snow_cover,NA,671,51,826
max_temp,NA,672,-2,827
snow_cover,NA,672,51,827
max_temp,NA,673,5,828
snow_cover,NA,673,51,828
max_temp,NA,674,6,829
snow_cover,NA,674,51,829
max_temp,NA,675,11,830
snow_cover,NA,675,50,830
max_temp,NA,676,5.5,831
snow_cover,NA,676,46,831
max_temp,NA,677,5,832
snow_cover,NA,677,43,832
max_temp,NA,678,10,833
snow_cover,NA,678,42,833
max_temp,NA,679,7,834
snow_cover,NA,679,31,834
max_temp,NA,680,5,835
snow_cover,NA,680,62,835
max_temp,NA,681,10,836
snow_cover,NA,681,46,836
max_temp,NA,682,11,837
snow_cover,NA,682,41,837
max_temp,NA,683,5,838
snow_cover,NA,683,42,838
max_temp,NA,684,7,839
snow_cover,NA,684,42,839
max_temp,NA,685,11,840
snow_cover,NA,685,38,840
max_temp,NA,686,18,841
snow_cover,NA,686,35,841
max_temp,NA,687,18.5,842
snow_cover,NA,687,26,842
max_temp,NA,688,15,843
snow_cover,NA,688,24,843
max_temp,NA,689,8,844
snow_cover,NA,689,15,844
max_temp,NA,690,11.5,845
snow_cover,NA,690,10,845
max_temp,NA,691,16,846
snow_cover,NA,691,5,846
max_temp,NA,692,20,847
snow_cover,NA,692,0,847
max_temp,NA,693,17.5,848
snow_cover,NA,693,0,848
max_temp,NA,694,11,849
snow_cover,NA,694,0,849
max_temp,NA,695,14,850
snow_cover,NA,695,0,850
max_temp,NA,696,21,851
snow_cover,NA,696,0,851
max_temp,NA,697,21,852
snow_cover,NA,697,0,852
max_temp,NA,698,14,853
snow_cover,NA,698,0,853
max_temp,NA,699,5.5,854
snow_cover,NA,699,0,854
max_temp,NA,700,4,855
snow_cover,NA,700,1,855
max_temp,NA,701,5,856
snow_cover,NA,701,8,856
max_temp,NA,702,5,857
snow_cover,NA,702,0,857
max_temp,NA,703,10,858
snow_cover,NA,703,0,858
max_temp,NA,704,12,859
snow_cover,NA,704,0,859
max_temp,NA,705,15,860
snow_cover,NA,705,0,860
max_temp,NA,706,22,861
snow_cover,NA,706,0,861
max_temp,NA,707,18,862
snow_cover,NA,707,0,862
max_temp,NA,708,18,863
snow_cover,NA,708,0,863
max_temp,NA,709,22,864
snow_cover,NA,709,0,864
max_temp,NA,710,24,865
snow_cover,NA,710,0,865
max_temp,NA,711,17,866
snow_cover,NA,711,0,866
max_temp,NA,712,23,867
snow_cover,NA,712,0,867
max_temp,NA,713,21,868
snow_cover,NA,713,0,868
max_temp,NA,714,14,869
snow_cover,NA,714,0,869
max_temp,NA,715,20,870
snow_cover,NA,715,0,870
max_temp,NA,716,23,871
snow_cover,NA,716,0,871
max_temp,NA,717,25,872
snow_cover,NA,717,0,872
max_temp,NA,718,16.5,873
snow_cover,NA,718,0,873
max_temp,NA,719,25,874
snow_cover,NA,719,0,874
max_temp,NA,720,14,875
snow_cover,NA,720,0,875
max_temp,NA,721,13,876
snow_cover,NA,721,0,876
max_temp,NA,722,11,877
snow_cover,NA,722,0,877
max_temp,NA,723,14,878
snow_cover,NA,723,0,878
max_temp,NA,724,15,879
snow_cover,NA,724,0,879
max_temp,NA,725,21,880
snow_cover,NA,725,0,880
max_temp,NA,726,22.5,881
snow_cover,NA,726,0,881
max_temp,NA,727,20,882
snow_cover,NA,727,0,882
max_temp,NA,728,24,883
snow_cover,NA,728,0,883
max_temp,NA,729,23,884
snow_cover,NA,729,0,884
max_temp,NA,730,25,885
snow_cover,NA,730,0,885
max_temp,NA,731,9.5,886
snow_cover,NA,731,0,886
max_temp,NA,732,8,887
snow_cover,NA,732,0,887
max_temp,NA,733,15.5,888
snow_cover,NA,733,0,888
max_temp,NA,734,18,889
snow_cover,NA,734,0,889
max_temp,NA,735,19,890
snow_cover,NA,735,0,890
max_temp,NA,736,19.5,891
snow_cover,NA,736,0,891
max_temp,NA,737,26,892
snow_cover,NA,737,0,892
max_temp,NA,738,28.5,893
snow_cover,NA,738,0,893
max_temp,NA,739,30,894
snow_cover,NA,739,0,894
max_temp,NA,740,25.5,895
snow_cover,NA,740,0,895
max_temp,NA,741,24,896
snow_cover,NA,741,0,896
max_temp,NA,742,23,897
snow_cover,NA,742,0,897
max_temp,NA,743,23,898
snow_cover,NA,743,0,898
max_temp,NA,744,26.5,899
snow_cover,NA,744,0,899
max_temp,NA,745,27,900
snow_cover,NA,745,0,900
max_temp,NA,746,29.5,901
snow_cover,NA,746,0,901
max_temp,NA,747,31.5,902
snow_cover,NA,747,0,902
max_temp,NA,748,24.5,903
snow_cover,NA,748,0,903
max_temp,NA,749,20.5,904
snow_cover,NA,749,0,904
max_temp,NA,750,19,905
snow_cover,NA,750,0,905
max_temp,NA,751,22,906
snow_cover,NA,751,0,906
max_temp,NA,752,24,907
snow_cover,NA,752,0,907
max_temp,NA,753,18.5,908
snow_cover,NA,753,0,908
max_temp,NA,754,23,909
snow_cover,NA,754,0,909
max_temp,NA,755,23,910
snow_cover,NA,755,0,910
max_temp,NA,756,20,911
snow_cover,NA,756,0,911
max_temp,NA,757,25,912
snow_cover,NA,757,0,912
max_temp,NA,758,16,913
snow_cover,NA,758,0,913
max_temp,NA,759,16.5,914
snow_cover,NA,759,0,914
max_temp,NA,760,15,915
snow_cover,NA,760,0,915
max_temp,NA,761,19.5,916
snow_cover,NA,761,0,916
max_temp,NA,762,20.5,917
snow_cover,NA,762,0,917
max_temp,NA,763,22.5,918
snow_cover,NA,763,0,918
max_temp,NA,764,19,919
snow_cover,NA,764,0,919
max_temp,NA,765,23,920
snow_cover,NA,765,0,920
max_temp,NA,766,25.5,921
snow_cover,NA,766,0,921
max_temp,NA,767,26,922
snow_cover,NA,767,0,922
max_temp,NA,768,24,923
snow_cover,NA,768,0,923
max_temp,NA,769,26,924
snow_cover,NA,769,0,924
max_temp,NA,770,19.5,925
snow_cover,NA,770,0,925
max_temp,NA,771,17,926
snow_cover,NA,771,0,926
max_temp,NA,772,20,927
snow_cover,NA,772,0,927
max_temp,NA,773,22,928
snow_cover,NA,773,0,928
max_temp,NA,774,21.5,929
snow_cover,NA,774,0,929
max_temp,NA,775,19,930
snow_cover,NA,775,0,930
max_temp,NA,776,15.5,931
snow_cover,NA,776,0,931
max_temp,NA,777,21,932
snow_cover,NA,777,0,932
max_temp,NA,778,15,933
snow_cover,NA,778,0,933
max_temp,NA,779,21.5,934
snow_cover,NA,779,0,934
max_temp,NA,780,22.5,935
snow_cover,NA,780,0,935
max_temp,NA,781,24,936
snow_cover,NA,781,0,936
max_temp,NA,782,24.5,937
snow_cover,NA,782,0,937
max_temp,NA,783,25.5,938
snow_cover,NA,783,0,938
max_temp,NA,784,23.5,939
snow_cover,NA,784,0,939
max_temp,NA,785,28.5,940
snow_cover,NA,785,0,940
max_temp,NA,786,28,941
snow_cover,NA,786,0,941
max_temp,NA,787,25.5,942
snow_cover,NA,787,0,942
max_temp,NA,788,23.5,943
snow_cover,NA,788,0,943
max_temp,NA,789,16,944
snow_cover,NA,789,0,944
max_temp,NA,790,12,945
snow_cover,NA,790,0,945
max_temp,NA,791,22,946
snow_cover,NA,791,0,946
max_temp,NA,792,23,947
snow_cover,NA,792,0,947
max_temp,NA,793,22,948
snow_cover,NA,793,0,948
max_temp,NA,794,22,949
snow_cover,NA,794,0,949
max_temp,NA,795,23,950
snow_cover,NA,795,0,950
max_temp,NA,796,23.5,951
snow_cover,NA,796,0,951
max_temp,NA,797,26.5,952
snow_cover,NA,797,0,952
max_temp,NA,798,18,953
snow_cover,NA,798,0,953
max_temp,NA,799,19,954
snow_cover,NA,799,0,954
max_temp,NA,800,20,955
snow_cover,NA,800,0,955
max_temp,NA,801,11.5,956
snow_cover,NA,801,0,956
max_temp,NA,802,14,957
snow_cover,NA,802,0,957
max_temp,NA,803,20.5,958
snow_cover,NA,803,0,958
max_temp,NA,804,23.5,959
snow_cover,NA,804,0,959
max_temp,NA,805,22,960
snow_cover,NA,805,0,960
max_temp,NA,806,21,961
snow_cover,NA,806,0,961
max_temp,NA,807,24,962
snow_cover,NA,807,0,962
max_temp,NA,808,22.5,963
snow_cover,NA,808,0,963
max_temp,NA,809,18.5,964
snow_cover,NA,809,0,964
max_temp,NA,810,19.5,965
snow_cover,NA,810,0,965
max_temp,NA,811,17.5,966
snow_cover,NA,811,0,966
max_temp,NA,812,10.5,967
snow_cover,NA,812,0,967
max_temp,NA,813,11.5,968
snow_cover,NA,813,0,968
max_temp,NA,814,14.5,969
snow_cover,NA,814,0,969
max_temp,NA,815,15,970
snow_cover,NA,815,0,970
max_temp,NA,816,11,971
snow_cover,NA,816,0,971
max_temp,NA,817,10,972
snow_cover,NA,817,0,972
max_temp,NA,818,17.5,973
snow_cover,NA,818,0,973
max_temp,NA,819,17,974
snow_cover,NA,819,0,974
max_temp,NA,820,24.5,975
snow_cover,NA,820,0,975
max_temp,NA,821,23,976
snow_cover,NA,821,0,976
max_temp,NA,822,9.5,977
snow_cover,NA,822,0,977
max_temp,NA,823,12,978
snow_cover,NA,823,0,978
max_temp,NA,824,21,979
snow_cover,NA,824,0,979
max_temp,NA,825,23.5,980
snow_cover,NA,825,0,980
max_temp,NA,826,21,981
snow_cover,NA,826,0,981
max_temp,NA,827,22.5,982
snow_cover,NA,827,0,982
max_temp,NA,828,14,983
snow_cover,NA,828,0,983
max_temp,NA,829,13,984
snow_cover,NA,829,0,984
max_temp,NA,830,7,985
snow_cover,NA,830,0,985
max_temp,NA,831,10.5,986
snow_cover,NA,831,0,986
max_temp,NA,832,14,987
snow_cover,NA,832,0,987
max_temp,NA,833,16.5,988
snow_cover,NA,833,0,988
max_temp,NA,834,18.5,989
snow_cover,NA,834,0,989
max_temp,NA,835,23,990
snow_cover,NA,835,0,990
max_temp,NA,836,20,991
snow_cover,NA,836,0,991
max_temp,NA,837,21.5,992
snow_cover,NA,837,0,992
max_temp,NA,838,23,993
snow_cover,NA,838,0,993
max_temp,NA,839,21.5,994
snow_cover,NA,839,0,994
max_temp,NA,840,20,995
snow_cover,NA,840,0,995
max_temp,NA,841,22,996
snow_cover,NA,841,0,996
max_temp,NA,842,24,997
snow_cover,NA,842,0,997
max_temp,NA,843,16,998
snow_cover,NA,843,0,998
max_temp,NA,844,7,999
snow_cover,NA,844,0,999
max_temp,NA,845,10.5,1000
snow_cover,NA,845,0,1000
max_temp,NA,846,5.5,1001
snow_cover,NA,846,0,1001
max_temp,NA,847,8.5,1002
snow_cover,NA,847,0,1002
max_temp,NA,848,14.5,1003
snow_cover,NA,848,0,1003
max_temp,NA,849,17,1004
snow_cover,NA,849,0,1004
max_temp,NA,850,12.5,1005
snow_cover,NA,850,0,1005
max_temp,NA,851,5,1006
snow_cover,NA,851,0,1006
max_temp,NA,852,11,1007
snow_cover,NA,852,0,1007
max_temp,NA,853,12,1008
snow_cover,NA,853,0,1008
max_temp,NA,854,11.5,1009
snow_cover,NA,854,0,1009
max_temp,NA,855,14,1010
snow_cover,NA,855,0,1010
max_temp,NA,856,11,1011
snow_cover,NA,856,0,1011
max_temp,NA,857,13.5,1012
snow_cover,NA,857,0,1012
max_temp,NA,858,21,1013
snow_cover,NA,858,0,1013
max_temp,NA,859,17,1014
snow_cover,NA,859,0,1014
max_temp,NA,860,18.5,1015
snow_cover,NA,860,0,1015
max_temp,NA,861,23.5,1016
snow_cover,NA,861,0,1016
max_temp,NA,862,17,1017
snow_cover,NA,862,0,1017
max_temp,NA,863,13,1018
snow_cover,NA,863,0,1018
max_temp,NA,864,10,1019
snow_cover,NA,864,0,1019
max_temp,NA,865,0.5,1020
snow_cover,NA,865,0,1020
max_temp,NA,866,-3,1021
snow_cover,NA,866,0,1021
max_temp,NA,867,2.5,1022
snow_cover,NA,867,0,1022
max_temp,NA,868,8.5,1023
snow_cover,NA,868,0,1023
max_temp,NA,869,12,1024
snow_cover,NA,869,0,1024
max_temp,NA,870,14.5,1025
snow_cover,NA,870,0,1025
max_temp,NA,871,16,1026
snow_cover,NA,871,0,1026
max_temp,NA,872,16.5,1027
snow_cover,NA,872,0,1027
max_temp,NA,873,17,1028
snow_cover,NA,873,0,1028
max_temp,NA,874,15,1029
snow_cover,NA,874,0,1029
max_temp,NA,875,10,1030
snow_cover,NA,875,0,1030
max_temp,NA,876,12.5,1031
snow_cover,NA,876,0,1031
max_temp,NA,877,3,1032
snow_cover,NA,877,0,1032
max_temp,NA,878,7,1033
snow_cover,NA,878,0,1033
max_temp,NA,879,8,1034
snow_cover,NA,879,0,1034
max_temp,NA,880,2,1035
snow_cover,NA,880,0,1035
max_temp,NA,881,0,1036
snow_cover,NA,881,0,1036
max_temp,NA,882,1,1037
snow_cover,NA,882,0,1037
max_temp,NA,883,4.5,1038
snow_cover,NA,883,0,1038
max_temp,NA,884,9,1039
snow_cover,NA,884,0,1039
max_temp,NA,885,0,1040
snow_cover,NA,885,0,1040
max_temp,NA,886,-3,1041
snow_cover,NA,886,0,1041
max_temp,NA,887,-3.5,1042
snow_cover,NA,887,0,1042
max_temp,NA,888,2,1043
snow_cover,NA,888,0,1043
max_temp,NA,889,1,1044
snow_cover,NA,889,0,1044
max_temp,NA,890,-10,1045
snow_cover,NA,890,1,1045
max_temp,NA,891,-7,1046
snow_cover,NA,891,1,1046
max_temp,NA,892,-3.5,1047
snow_cover,NA,892,1,1047
max_temp,NA,893,3,1048
snow_cover,NA,893,1,1048
max_temp,NA,894,2.5,1049
snow_cover,NA,894,1,1049
max_temp,NA,895,-3,1050
snow_cover,NA,895,1,1050
max_temp,NA,896,-3,1051
snow_cover,NA,896,0,1051
max_temp,NA,897,-12,1052
snow_cover,NA,897,1,1052
max_temp,NA,898,-18,1053
snow_cover,NA,898,9,1053
max_temp,NA,899,-20,1054
snow_cover,NA,899,10,1054
max_temp,NA,900,-19.5,1055
snow_cover,NA,900,9,1055
max_temp,NA,901,-11.5,1056
snow_cover,NA,901,7,1056
max_temp,NA,902,-7.5,1057
snow_cover,NA,902,7,1057
max_temp,NA,903,-14.5,1058
snow_cover,NA,903,7,1058
max_temp,NA,904,-16,1059
snow_cover,NA,904,7,1059
max_temp,NA,905,-11,1060
snow_cover,NA,905,7,1060
max_temp,NA,906,-2,1061
snow_cover,NA,906,7,1061
max_temp,NA,907,-1,1062
snow_cover,NA,907,7,1062
max_temp,NA,908,-3,1063
snow_cover,NA,908,6,1063
max_temp,NA,909,-8.5,1064
snow_cover,NA,909,6,1064
max_temp,NA,910,-5,1065
snow_cover,NA,910,6,1065
max_temp,NA,911,-4,1066
snow_cover,NA,911,6,1066
max_temp,NA,912,-4.5,1067
snow_cover,NA,912,6,1067
max_temp,NA,913,-2,1068
snow_cover,NA,913,6,1068
max_temp,NA,914,-7.5,1069
snow_cover,NA,914,6,1069
max_temp,NA,915,-14.5,1070
snow_cover,NA,915,6,1070
max_temp,NA,916,-20,1071
snow_cover,NA,916,8,1071
max_temp,NA,917,0,1072
snow_cover,NA,917,8,1072
max_temp,NA,918,-3.5,1073
snow_cover,NA,918,8,1073
max_temp,NA,919,-5.5,1074
snow_cover,NA,919,7,1074
max_temp,NA,920,-6,1075
snow_cover,NA,920,7,1075
max_temp,NA,921,-2.5,1076
snow_cover,NA,921,7,1076
max_temp,NA,922,-3.5,1077
snow_cover,NA,922,7,1077
max_temp,NA,923,-3,1078
snow_cover,NA,923,7,1078
max_temp,NA,924,2,1079
snow_cover,NA,924,7,1079
max_temp,NA,925,-1,1080
snow_cover,NA,925,6,1080
max_temp,NA,926,-3,1081
snow_cover,NA,926,6,1081
max_temp,NA,927,-4,1082
snow_cover,NA,927,6,1082
max_temp,NA,928,-9,1083
snow_cover,NA,928,6,1083
